review,sentiment
"Based on the idea from Gackt, Moon Child took place in a poverty-stricken country called Mallepa. In a futuristic timeline, the story followed the lives of the two main characters, Kei (HYDE) and Sho (Gackt) and their friends growing up together.<br /><br />Despite some actions might be overly done or perhaps humorous, I strongly believed that this is a movie about friendship. Even amongst all the hardships between each character, in the end, each of them wanted to have someone on their side, to have friends.<br /><br />Unlike most vampire characters, Kei portrayed a vampire that loathed the idea of having to kill in order to live. A vampire found friendship in the hand of a young boy, Sho who's not afraid of Kei. Regardless of what some might've thought, I see Kei as a fatherly figure to Sho. Kei was there throughout the earlier life of Sho, he took care of him, and taught him to live in a world where power between gangs controls their lives. On the other hand, Sho who perhaps can be seen as an innocent enthusiastic style young man, he grew up to be a man who realised that life isn't all about fun and games, that death exists and able to take away his loved ones.<br /><br />I love the part where Lee Hom, the actor who played Son, first appeared on the screen. The way they met up was quite cool indeed. Son also has a big part within this movie, the fact that he's from a different race, a Taiwanese, made quite an impact to the friendship theme within the movie. The way how friendships were developed despite background differences was portrayed excellently in this movie.<br /><br />I believed that each actor did a great job considering that this was their first time to appear in such big screen movie. Both HYDE and Gackt managed to act quite well and created quite believable characters. Unlike movies that had musician turned actors and filled the movie with songs, they've done great acting jobs! Moon Child really made an impact for me, it has given friendships a new meaning and consideration, that we have to appreciate every friendship in our lifetimes. The movie shows a lot of hope, despite all the bad things that happen in their lives, that there's always hope. Life can be cruel, that it seems hope doesn't exist anymore. It also shows a very strong sense of friendships between each other, even when Son became the enemy, Sho did have some sort of ""fun"" at their last battle. Every single one of them desired peace in the end, no matter how far apart they've become. The ending scene showed it to us.",positive
"I want to add to the praise for the production of this film, especially the luminous cinematography. Firelight glistening off of smooth and muscled skin creates stunningly beautiful imagery. The film was nominated for (and won) a single Oscar - the first given for editing. Mala's performance is moody, penetrating and powerful.",positive
"This is an excellent movie. Phoolan had no role model's to base her actions on, yet was able to bring about very necessary change to a land that was living in darkness when it comes to female treatment. I like the fact that it was a real story rather than made up, it added to the horror of the story, & the triumph.",positive
"1991 saw the release of the two best sequels of all time: TERMINATOR 2: JUDGMENT DAY and BILL & TED'S BOGUS JOURNEY. Out of the two, I've always liked BILL & TED'S BOGUS JOURNEY a bit better. TERMINATOR 2: JUDGMENT DAY is the better made, but there's just nothing like Bill and Ted. Besides Chris Farley and David Spade in TOMMY BOY, it's hard to think of a greater comedic duo than Bill and Ted. They are one of a kind.<br /><br />Seemingly influenced by National Lampoon's O.C. and Stiggs, Bill and Ted were created by Ed Solomon and Chris Matheson, two incredibly talented writers who invented the duo while performing at a local theater in L.A. back in the 1980s. The two quickly began writing a screenplay about two and before long BILL & TED'S EXCELLENT ADVENTURE was born. The film, shot in 1987 and released in 1989, became a big box office success and an instant cult classic. It wasn't long before work began on the sequel. Stephen Herek, the director of 'EXCELLENT ADVENTURE' wasn't keen on working on the sequel since he considered it to be too mean-spirited and unlike the first one so Peter Hewitt, making his feature film debut, was brought in to direct the sequel. There couldn't have been a better director for the job. BILL & TED'S BOGUS JOURNEY is marvelously directed. It's filled with its own unique style and energy that can't be matched.<br /><br />What makes 'BOGUS JOURNEY' one of the best sequels ever is that it while it is darker than the original, it is just as fun. It doesn't change the characters like most sequels do. Bill and Ted are the same lovable characters that they were in the first film. This is because it was written by the original writers. Most sequels are not written by the same writers as the first one, but since 'BOGUS JOURNEY' had the same screenwriters, it ended up being just as good as 'EXCELLENT ADVENTURE' if not even better. Just like the first one, 'BOGUS JOURNEY' is absolutely hilarious, well written, fun, and above all, original. It's filled with spectacular special effects and fantastic comedic performances from Alex Winter, Keanu Reeves, and William Sadler. It's an unforgettable 'journey'. 10/10",positive
"Just saw this film the other day at the Santa Fe Film Festival. I was delighted by its honesty and humor. It was the most thought provoking movie I've seen in a very long time -- I just can't get it off of my mind for some reason. It may not be for everyone, because it makes you think. I don't know if people like to think in movies so much anymore, which is a shame. The actors who play the Franklins are quite a find. I couldn't imagine playing these complicated people with such frankness. Though I thought a couple of the supporting characters were not as good as the Franklins, I can totally forgive it -- because this is an important movie in my opinion. I didn't expect to like it so much, but as I've thought about it for a few days, it's proving to be a very relevant piece of entertainment.",positive
"Many of us who went through high school probably made it through alright without having to take a Physics course - I know I didn't. But after watching this program, I surely wish I had.<br /><br />This documentary is a guide to the 'Holy Grail of Physics' - the quest to unify all the fundamental forces of the universe into one 'master equation' that eluded Einstein during the last years of his life. Brian Green, a professor at Columbia University, introduces us to this mind blowing theory in a wonderfully simple way and leaves us with an even greater appreciation for the universe we live in.<br /><br />We start with the tantalizing possibility of a 'master equation' that could unite and explain everything... *everything!* in this universe, including the four fundamental forces that we know that exist: electromagnetism, the strong nuclear force, the weak nuclear force, and gravity. Green takes us on a tour of how our understanding of the universe came into view with the work of Newton, then Einstein, and then later on to the revolution of the physics at the quantum level.<br /><br />But it is at this point that we run into a problem that has plagued physicists for years, and one that no one has been able to solve just yet. How can we unify all these forces that we know together? We find, as Green constantly points out throughout the problem - that the answer to this perplexing problem could be in the theory of strings. However, if we are to describe the universe in terms of string theory, there is a very big price to pay.<br /><br />It turns out that out of the mind numbing mathematical equations of string theory, that, as a consequence, we find that we could possibly be living in a universe filled with, not just 3 dimensions that you and I see every day plus 1 (for time), but rather, that we may actually live in a universe of *11* dimensions. But the math that arises out of that theory doesn't stop there - the possibility exists that there may actually be parallel universes; some of them right next to you and me! Could we possibly take such a theory that leads to such consequences seriously? As Green points out; we have yet to fully find out, but we do know that the math that has arisen from these equations are already showing us that the universe still has much to show us.<br /><br />For those of you who fear that you won't be able to understand the concepts in this program - fear not. Professor Green does a wonderful job of doing away with the math and harder concepts of physics and instead focuses more on the *concept* - which, when you take away all the math from it, transforms from a monstrous beast into an incredibly simple and, as Green constantly points out, 'elegant' concept. Viewers of this program need no prior background in science; the concepts are so simple even a child could understand them.<br /><br />When you finish this program, you will truly come to understand what a wonderful and mysterious universe it is that we live in.",positive
"For a movie shot in 18 days and a budget less than 2 million, this little movie that could deserves a 'best we could' award. Interesting premise (aside from the usual meteor stuff) with solid perfs by a cast of familiar faces. 2 thumbs up. Advice to the other reviewer: Don't be afraid to say you liked something.",positive
"The movie is good and I think Tiffany Amber is very beautiful. I liked the movie. Can anyone tell me how I can get hold of the songs from this movie? Even the soundtrack will do. If that's not possible, can I at least get the names of the songs with their respective singers? I tried to look up amazon.com but its not there. I tried CD baby, not there either. I browsed through Google to get some details but there weren't any. I would appreciate it if someone could give me the answer to my question. I know that the songs belong to Country Music and is sung by a country artist. I just need the title names along with the singer. I would recommend this movie or rather the songs to any country loving person.",positive
"When the Chamberlain family is camping near Ayers Rock, Australia, Lindy Chamberlain (Meryl Streep) sees her baby being dragged out of their tent by a dingo and then begins an ordeal that no one should have to experience. For it seems like the dingo story is not believed by the public or the press, and the whole thing turns into a circus. Lindy doesn't help matters either because she won't play to the jury or courtroom, she's only herself, and she's a tough nut to crack, so of course everyone thinks she's guilty because there's a piece of evidence that hasn't come to light. Sam Neill is excellent as Michael Chamberlain, a Seventh-Day adventist pastor, who has doubts about his faith and perhaps about his wife. It's good (or bad) to see that people are just as prejudiced and stupid elsewhere as they are in the States too, because the Australian public doesn't believe the story and the media only fans the flames. Eventually, Lindy is found guilty and sent to prison for a life of hard labor, but years later, a missing piece of evidence shows up and she's freed, but not until after the family's life is basically ruined. A heart-breaking story, very well done, a bit long but well worth seeing. 8 out of 10.",positive
"German-born Turkish director Faith Akin captures in his film the endless variety of the different styles in music and songs in Istanbul, a city that is a bridge between East and West, a city that is uniquely located on both sides of the Bosporus, in Europe and in Asia. Kurdish dirges represented by Aynur, who performs her own brand of Kurdish gospel music, passionate and melodic. We are introduced to Romany instrumentals, to Orhan Gencebay, who has been called the Elvis of Arabesque music - sounds of music are heard everywhere in the city as Faith Akin takes us into underground clubs, to the street performers, and to recording sessions. German bassist Alexander Hacke who comes to Istanbul to play and to learn about Turkish music quotes Confucius, ""To understand the place, you have to listen to the music it plays"". Akin's fine documentary does just that - gives us 90 minutes of music that helps to cross the bridges. For me, watching the movie was especially interesting because I recently visited Istanbul as a part of my vacation and spent four days there. The city fascinated me by its images, colors, crowds, vibrancy and visual beauty. Now, I can add the sounds of music to the ever-changing portrait of Istanbul.",positive
"The quintessential road movie...if your idea of a road movie involves three would-be magicians with Eastern European accents and Claire Forlani. (Well, one out of four ain't bad...) A no-talent magician with an eye for showmanship (Max) watches a very skilled pickpocket (Hugo) plying his trade in New York. After convincing Hugo that he (Max) is a) mental and b) desperately in need of a partner to make his dreams of being a stage magician come alive, the not-so-dynamic duo enlist the managerial expertise of an inventor of illusions (Milo) and the, ah, gentler attributes of a lovely waitress (Lydia). The unlikely four pile into a van (obtained by Hugo...you guess where it came from) and head to Vegas. Havoc ensues. Anyhow, it's funny, it's well-written, and the ending is surprisingly good. A solid comedy with a warm heart, and all the better that it was totally unexpected.",positive
"A suprisingly good film considering the circumstances of its production. Features performances from no-name actors that rival the top talent on the planet (sadly none have persued a career). <br /><br />Also features the the god-like ability of Christopher Nolan to write perfect dialogue. Dialogue is what carries this story, which is about a man who likes to follow people for material for his books. Well shot, VERY well edited, even better written, and amazingly well performed.<br /><br />This movie has everything a great film needs, except people who have seen it. 9/10",positive
"This show is a great history story. It's has everything from slavery,the way they were treated, religion, the ways Jews were sent into hiding,the inquisition, the belief in the Orisha the African gods, the way women were treated,including the daughters. Even down to homosexuality. The way the characters are intertwined and that Violante, that character saddens me. She is so desperate to be loved that she destroys everyone around her.I am so glad they decided to re-release it to t.v. again. Although I would love to see the unedited version. Xica has become my Heroine. I look up to the way she uses her power to help all who seek it. I love all the characters and have found that they can relate to many people now in this century. I look forward to my Xica every night. It would be great to dub it in English so the Americans can love her too.",positive
"This movie is great. Best acting i have ever seen in my life. Ingvar E Sigurðsson is the best Icelandic actor, and of course Hilmir Snær and Bjorn jörundur. Great music and sound. Cold hard reality about a struggle of a man that has a lot of problems and the people in his life. Black humor mixed with great acting and this European art movies style, it works, it comes together in a the best Icelandic movie ever made. I say to you."" See this film, you will not regret it"". I gave it 9 stars. If you see one Icelandic film in your life...See this one",positive
"On the whole one wishes this was a better film, but it has enough flashes of intense power to make it worth while. Peck made this film during the same period that he made The Gunfighter, before he apparently decided he was a monument rather than an actor. A pity! He was a fine actor, perfectly willing to tackle characters that were not very likable, and to do them extremely well. The character he plays here is driven and, when necessary, ruthless. Given the mission the character has been assigned, and the ""men"" with which to do it, those characteristics are essential.<br /><br />Without being a spoiler, think of this film as an early, grittier example of The Dirty Dozen genre. <br /><br />The dialog in this film is a bit ham handed but it is atmospheric and intense and definitely tells a story worth telling. It contains good work by all the character actors and even Barbara Payton turns in a credible performance.<br /><br />This one isn't often shown on television so your local video store may be the only place to find a copy. Go ahead! Devote an evening to it. It is worth your time!",positive
"Another 'good overcoming evil' story, but with a difference. This includes learning self-discipline. When Julie goes with her teacher to a Zen monastery, she learns about herself. She also hones her karate skills.<br /><br />When the Zen monks visit the city, some awkward and comical moments ensue. Not uproarious, but entertaining nonetheless.<br /><br />Next Karate Kid has much to say about looking within, and improving what is there -- as well as using what you have.",positive
"Who ever put that review as 'of bad taste' is not all quite there... its so funny, genius and fantastic you could watch it until your eyes are square! not to mention the rest of the work he has done on the rest of the series...all is as good as Morris' standards. if you think that it is 'awful', 'distasteful' or 'sick' then i can only think of one thing to say to you: ""go to hell."" thanks. it had to be said! i think that the way that so many people complaining was a complete joke...i would like to make a shout out to all the people that actually did that: ""haven't you got anything better to do with your time? what are you trying to prove?"" thanks for reading my heart-filled review on the matter...cheers",positive
"I can admit that the screenplay isn't very good, and that it has some slow parts, but all of you critics of this movie need to learn how to have some fun. First of all, the performances are great (Michael Douglas, Kim Basinger, Kiefer Sutherland, and Eva Longoria. Michael Douglas proves he has still got it, and Kim Basinger plays a very interesting character as the cheating wife. Kiefer Sutherland and Eva Longoria, play the dynamic duo, both adding their incredible talent to the pot. And second of all, this movie is the most fun I have had in years in a Theodore. Its plain and simple, if you want to go to the movies, and have a lot of fun see, The Sentinel.",positive
"This is a strong movie from a historical and epic perspective. While the story is simple it is pure and straightforward. In truth, it is the standard story of a simple, honorable man whose honor comes into conflict with the more educated and wealthier men of the period.<br /><br />Poor vs. Rich, honorable vs. dishonorable, a classic but well-told tale without much of the glitz of hollywood stinking up the screen.<br /><br />Extra points just because you can almost smell the people on the screen. :)",positive
"I thought this film was just about perfect. The descriptions/summaries you'll read about this movie don't do it justice. The plot just does not sound very interesting, BUT IT IS. Just rent it and you will not be sorry!!",positive
For a comedy this has a decent and inventive plot and Trey Parker and Matt Stone's comic timing is perfect. There are dozens of funny moments to this fantastic movie. I especially like the multitude of colors and the way the clash in the sports arena scenes. Robert Stacks Unsolved Mysteries spoof is also very amusing.,positive
"There are few films that leave me with the feeling that Gregor Jordan's 'Ned Kelly' film did. Initially I had heard only half hearted recommendations, and decided to see it for myself. Since then, I have acquired both the video and soundtrack, and have to say that after several viewings, I am still very impressed with the underlying character of this film. It is also wonderful to see something Australian! I appreciate its down to earth quality, that if you ask me is a rarity, as well as the absence of tackiness that takes away from so many films. This film proves that you don't necessarily require fancy costumes and a glamorous set that absorbs how many millions of dollars to make a point. The cast was a bonus, including a variety of well known, and might I add, good looking people who did well to slip into the role of such unique characters. It is interesting to note, that much of the criticism regarding this film has been about who played what, and how they only said so many lines. However, if any criticism is due, it should constructively focus on the fact that a number of basic elements of the original events were excluded. In reality, these functioned to made it the hallmark that it is in Australian history. For example, on a closer examination it can be discovered that there was much, much more to the relationship between Joe Byrne and Aaron Sheritt, and that this was in fact responsible for many more of the final outcomes for the gang than were explored in the film. Also overlooked was the fact that it was not only Aaron Sheritt's efforts alone, that provided the Victorian police with their insights into the unfolding mystery. Yes, this is their interpretation of the story, and it is understandable that true stories require sensationalism and at times the modification of the original plot to grab the viewers attention. I feel that in this case, this is the only limitation. However, I can accept that perhaps historical accuracy is only of significance to those who have a particular interest in the realistic events behind a situation. It certainly inspired me to look more closely. So, watch it and decide for yourself. You might not like it at all, thats your opinion, and thats fine. Maybe it is a film that appeals largely to an Australian audience? For me, I'd call it a breath of fresh air!",positive
"This is the first 10 out of 10 that I've given any movie. What made this movie so good for me? Constant action - there isn't any slow parts, great acting, smart writing. I also liked the filming style where the shakiness and different angles just made it feel like you are a part of the scene. Finally, I get to see an action movie that doesn't try to please all sectors of the public (i.e. there's no forced romance).<br /><br />I liked the first two Bourne movies, but I loved this one.<br /><br />Warning - after watching this movie, you will be full of adrenaline and you may want to calm down a bit before driving your car!",positive
"Sheba Baby is always underrated most likely because it has a pg rating instead of the usual r rating that a Grier movie gets. all that the pg means is that Pam doesn't take her top off, she takes her top off in every other movie she's been in though so. it is more exciting than Coffy, more action. it takes off slow but by the time she's on screen the thrills have started. like Dolemite d'urville martin is the heavy trying to get Sheba's father, but she ain't having that. she wages a one woman war against martin and his gang of cronies. the best scene is with a stupid pimp in his car which i'm still laughing about. i thought it would be stupid because of the pg rating but i was wrong it replaces sex with violence and in a blaxplotation film that can only be good!",positive
"<br /><br />""Lets swap Murders- your wife, my father""- seemingly innocent conversation between two strangers - Bruno Anthony and Guy Haines when they meet over lunch on a train journey. Guy, a solid, respectable tennis player, whose problem is that his wife, the flirtatious Miriam, won't divorce him so he can marry senators daughter Anne, laughs the whole conversation off as a joke. The following week he isn't laughing any more. In a scene of classic Hitchcock suspense, Bruno stalks Miriam through a carnival and strangles her. As he does, her glasses fall off and we see the murder eerily reflected twice through her lenses. Cold hearted and amoral Bruno, his part of the deal completed, approaches an appalled Guy expecting, even pressuring him into 'doing his bit.' Matters are not helped when Anne's precocious and outspoken younger sister turns up suspecting Guy of Miriam's murder. So accused of a murder he didn't commit and expected to commit another, what is Guy going to do? The power of this film is in the presentation of human beings as having a murderous side to their nature - and this Hitchcock does to perfection.",positive
"Edward Burtynsky is a Canadian photographer who makes art out of the least ""artful"" objects imaginable. Everyday items such as crates, boxes, metal containers, etc. - items which most of us perceive as utilitarian at best and dismiss as being utterly without aesthetic merit - are instead converted into glorious objects d'art by Burtynsky's camera. He achieves this result by focusing on the recurring colors and geometric patterns that are apparently ever present in the industrialized world - for those perceptive enough to spot them, that is. Even heaps of compacted trash can become objects of beauty when seen through Burtynsky's lens (but didn't we already know that from ""Wall-E""?). He is particularly interested in photographing areas like mines and shipyards where Man has already made incursions into nature - which may explain why at times even the people in his pictures (i.e. the workers in those places), with their uniform clothing and robotic movements, become part of the industrial landscape.<br /><br />""Manufactured Landscapes,"" a documentary about Burtynsky's work, has much of the feel of a ""Koyaanisqatsi"" about it as it dazzles us with its richly variegated kaleidoscope of images and patterns. Indeed, director Jennifer Baichwal and cinematographer Peter Mettler capture the essence of the original photos in purely cinematic terms, as their own camera records Burtynsky and his assistant running photo shoots at a factory in China, a dockyard in Bangladesh, and the construction site at the massive Three Rivers Gorge Dam project in China. With their fluid camera-work, the filmmakers match point-for-point the beauty of Burtynsky's images. In fact, the movie opens with a stunning eight-minute-long tracking shot of a Chinese factory in which hundreds of similarly dressed workers toil away in perfectly symmetrical and color-coordinated rows.<br /><br />The movie does less well when Burtynsky gets around to articulating the ""themes"" of his work, which, quite frankly, come out sounding confused, contradictory and decidedly half-baked at best. But it is as a purely aesthetic experience, highlighting image and form, that ""Manufactured Landscapes"" resonates most. In the case of Burtynsky, perhaps, a picture really IS worth a thousand words.",positive
"I loved so much about this movie...the time taken to develop the characters, the attention to detail, the superb performances, the stunning lighting and cinematography, the wonderful soundtrack...<br /><br />It has a combined intensity and lightness of touch that won't work for anyone who wants the typical fast-paced action flick. If we lived in Elizabethan days, I'd say this movie's a bit like a Shakespearean tragedy. But since we don't, let's say it's more like a Drama-Suspense movie.<br /><br />The plot is simple, but the story is complex. The movie is intelligent in the way relationships and issues are explored. Much of the story is shown rather than told, which I find makes it more subtle and moving - and which also works well for a story based on a comic book (or graphic novel). At times I felt I was actually there in the 1930s, part of this story - there was such a realistic yet dream-like quality in the style of its telling.<br /><br />I don't often prefer movies to the books they were based upon, but in this case I do. (Though I did enjoy the book too.) I've bought the DVD, which is great because it has some wonderful deleted scenes and insightful commentary.<br /><br />(I also took my little cousin, who's a little younger than the boy in the movie, to see it after I saw it for the first time, because he has issues at home and I wanted to use this as a way of starting a discussion on father-son issues with him. He loved it - and the discussion.)",positive
"I would like to comment on the movie April Love. It's one of my all time favorites because my father, Nelson Malone plays the horse trainer. I remember distinctly when Hollywood came to Lexington, KY, where we were living at the time to make April Love. My Dad had been in numerous plays and was a talented man. I talked him into going to try out for one of the bit parts offered, and lo and behold he came home w/the script. How exciting is that! Also, a number of my classmates were in the crowd scenes -- especially the ones shown at the amusement park. It's very nostalgic every April when I see the movie being shown once again, and the song April Love by Pat Boone is still played on the radio. Timeless and reminiscent of a time long gone when you see the movies they make today w/all the sex, foul language and violence. It would be refreshing to see more movies like April Love come back into focus...",positive
"Although this film is somewhat filled with eighties cheese i have a place for it in my DVD rack and i don't know why. I think i like it because the moral of the story is 'television is garbage so turn it off and go and get a life'. For those of you who do decide to heed the message then you should try reading the book, its nothing like the film at all. To ruin it for you at the end of the story a fatally wounded Richards ends up crashing a plane into the network building, killing himself, everyone inside and shutting down the network at the same time. I read it many years ago but today it would hard not to compare it to 9/11.",positive
"Sonny Chiba, as everyone knows, is the man. In this film, he portrays Mas Oyama (1923-1994), a real martial artist who fought over 50 bulls with his bare handsand won (interesting guylook him up). Anyway, Chiba only kills one bull in the film but it's a memorable scene and as the liner notes say, right up there with the zombie vs. shark scene in Zombi! The film also offers up loads of hand-to-hand combat and a decent plot to boot, though I don't believe all of it is true. This film is the first of the Oyama trilogy Chiba made and is recommended for fans of martial arts action. Finally, three neat little tidbits; part of the opening theme was used in Kill Bill Volume 1, Oyama himself appears in the opening sequences, and that is because he trained Chiba in real life for five years!",positive
"There is a scene in Dan in Real Life where the family is competing to see which sex can finish the crossword puzzle first. The answer to one of the clues is Murphy's Law: anything that can go wrong, will go wrong. This is exactly the case for Dan Burns (Steve Carell, the Office) a columnist for the local newspaper. Dan is an expert at giving advice for everyday life, yet he comes to realize that things aren't so picture perfect in his own. Dan in Real Life is amazing at capturing these ironies of everyday life and is successful at embracing the comedy, tragedy, and beauty of them all. Besides that this movie is pretty damn hilarious.<br /><br />The death of his wife forces Dan to raise his three daughters all on his own... each daughter in their own pivotal stages in life: the first one anxious to try out her drivers license, the middle one well into her teenage angst phase, and the youngest one drifting away from early childhood. Things take a turn for Dan when he goes to Rhode Island for a family reunion and stumbles across an intriguing woman in a bookstore.<br /><br />Her name is Marie (Juliette Binoche, Chocolat) and she is looking for a book to help her avoid awkward situations... which is precisely whats in store when they get thrown into the Burns Family household.<br /><br />If you've seen Steve Carell in The Office or Little Miss Sunshine, you'd know that he is incomparable with comedic timing and a tremendously dynamic actor as well. Steve Carell is awesome at capturing all the emotions that come with family life: the frustration and sincere compassion. The family as well as the house itself provides a warm environment for the movie that contrasts the inner turmoil that builds throughout the movie and finally bursts out in a pretty suspenseful climax. The movie only falls short in some of the predictable outcomes, yet at the same time life is made up of both irony and predictability: which is an irony within itself.<br /><br />Dan in Real Life is definitely worth seeing, for the sole enjoyment of watching all the funny subtleties we often miss in everyday life, and I'll most likely enjoy it a second time, or even a third. Just ""put it on my tab.""",positive
"A lot of the comments seem to treat this film as a baseball movie, but I feel this is only secondary. It's really about living in Japan, and it really succeeds.<br /><br />I spent a few years living in Japan, and I suppose the reason that this movie didn't do too well is that you sort of have to have experienced Japan to get it. I was watching this with a well-travelled friend who's never been to Japan, and he noted that many of the events in the movie were so ludicrous that they destroyed the suspension of disbelief. My reply was that those events were the absolute unvarnished truth about life in Japan!<br /><br />I think that this movie is definitely worth watching, especially if you've lived in Japan or are interested in it.",positive
"Some said that this was a nose candy glorification flick, but short of the original Dr. Hyde's concoction, no drug has yet been developed that can provide THIS effect. If Viagra was the slime mold stage, that white sparkling powder is the Stephen Hawking evolutionary rung (or at least the pharmacist idiot savant branch). This reality show is really about the sacred cows of medicine, seen as was the emperor without clothes. Few of us want to question the health field; both because most of us would not have lived to our current age had we been born before ""modern medicine"", and because our subconscious hopes that we will continue to live on if we have faith in the helping professions. So the geniuses who produced this movie made jokes out of those Calcutta Bessy's, giving us the sugar that allows us to swallow the modern institution of medicine. The timing was right, and many were able to see the business side of the healing companies behind the curtain of Oz. A decade before, when George C. Scott ranted through the movie The Hospital, my wife and I were sitting in the packed premiere in Oklahoma City. Just as in Jekyll & Hyde's remake, we were almost unable to keep from falling out of our seat, and laughed and howled uncontrollably for the duration. The hundreds of other audience members were deadly silent. They were shocked that doctors, nurses, & the hospital institution were being mocked. It was as if the Pope, Billy Graham, and Gandhi were were sitting in the Animal House, beer stained tee shirts and all, competing to see who could tell the funniest God knock-knock jokes between belches. Had The Hospital been a slapstick comedy rather than a satire, they might have been able to see what was being shown to them. Unfortunately they were like Republicans at a screening of Michael Moore's 9/11. Perhaps smaller golden parachutes would have been given to the corrupt medical corporation leaders, health insurance companies would have had a tougher time denying medical care, and health providers would have been demystified earlier, if George C. Scott had tap danced in a tutu while delivering his terrible truths. But--forget everything I just said. Watch the movie, be consciously made as happy and joyful and full of laughter as the best ever Saturday Night Live skit, and let the subconscious soak in the documentary of the underlying reality. Just don't blame me when ""Got to Got to Got to Got to"" becomes one of your sayings, or when ""Hyde's Got Nothing to Hide"" occupies that portion of your brain now paralyzed by ""Its a Small World After All"". Or when you start calling your local hospital Our Lady of Pain and Suffering instead of Our Lady of Eternal Construction. Even Oklahomans were changing their favorite terrible boss wishbone winner entreaty from ""Piss on him and leave him for dead"", to ""Body in a pit, you in it....."" The smell of death...it's gone! Chicken sushi! Mary. MARY. MARYEEEEEEEEEEEEE!",positive
"An interesting thriller that has Paul Winfield as a detective on the case of a murder. Paul Winfield was an underrated actor who pulled off all his roles with such ease, it was hard to tell the man was even acting. Maybe most known by younger viewers as the voice/narrator of ""City Confidential"", Winfield ends his career with a so-so movie; but as always, Winfield shines. A treat to watch.<br /><br />Erika Eliniak is well, Erika Eliniak, nice to look at but leaves a lot to be desired in the acting department. Though, to be fair, this is one of her better efforts.<br /><br />Bottom line: a watchable thriller that shouldn't be missed by any Paul Winfield fan. A decent telefilm to help send Paul Winfield off to celluloid heaven. What an actor. He will be missed.",positive
"Dolemite is a blaxploitation film about, well, Dolemite and his army of kung fu killer women, led by Queen Bee. He fights to get his club, The Total Experience, back from Willie Green by utilizing their kung fu abilities and their devotion to him. I liked this movie because of the witty dialogue and also the use of Rudy Ray Moore's ability to preach to his brothers in rhyme.",positive
"Slausen's Lost Oasis. . . a place for food, fun. . . and MURDER! After a guy disappears on his way to a gas station, a group of her friends head out on a trip to search for him. They come across a wax museum where they think their friend might have ended up. Unfortunately for the friends, however, the owner of the roadside attraction possesses the power to control his wax mannequins and use them for evil. One by one, the tourists are stalked down and killed by Slausen and his legion of wax dummies. Can the friends escape or will they fall to the same fate as their lost friend? Following in the footsteps (and twisting them around) of the great classic wax films (House of Wax, Mystery of the Wax Museum), Tourist Trap takes the slasher genre to a whole new level of strange and fascinating with its bizarre story and style. As far as character development, action, dialogue, flow, etc., it seems to be just a basic slasher flick. But, it goes far beyond that as the director takes control of the plot and moves it to the supernatural thriller it is. The acting ranges from acceptable (from the main cast) to very good (from backwoods-showman Mr. Slausen (played by Western-legend Chuck Connors)). The writing moves well and the dialogue is well structured, but there are some flaws in logic as the film moves deeper into the story. Also, some scenes are a bit silly, like the moaning-mannequin attack on Becky. It's nothing, however, that would detract from the effect of the film. As one would expect from a film about wax dummies, it is full of the endless creepiness supplied by the mannequins. It's strange that a (mostly) inanimate object can just sit still and somehow be so unsettling. . . perhaps it's the human likeness, or the blank stare, or the fact that you know it's about to spring an attack. . . whatever it is, the dolls are extremely spooky and that effect is used very well throughout the entirety of the film. As far as slashers go, it's one of the best, and it stands as one of the creepiest films I've ever seen.<br /><br />Obligatory Slasher Elements:<br /><br />- Violence/Gore: The film is full of some cool deaths. The gore isn't excessive, but it's done well and leaves it as being realistic.<br /><br />- Sex/Nudity: There is an extended skinny-dipping scene with the very attractive lead females (though 'very attractive' barely begins to describe the ravishing future-angel Tanya Roberts) but it's all a tease as the girls remain mostly underwater. They do remain scantily clad throughout the film, however.<br /><br />- Cool Killer(s): Creepy is just the beginning of Slausen and his mannequins. One of the best killers in the slasher subgenre.<br /><br />- Scares/Suspense: From the opening scene on, the film maintains a great blend of the creepiness of the mannequins, jump scares from the attacks, and a strong level of suspense in the stranded situation. . . it's all very well done to make for a genuinely scary film.<br /><br />- Mystery: Well, mystery wasn't really the point of the film. . . just the meaning behind all of it is what matters.<br /><br />- Awkward Dance Scene: All these cute girls and not a single dance. Shame.<br /><br />Final verdict: 8/10. See this creepy slasher!<br /><br />-AP3-",positive
